code,iso,country,region,EPI.new,HLT.new,AIR.new,HAD.new,PMD.new,OZD.new,NOE.new,SOE.new,COE.new,VOE.new,H2O.new,USD.new,UWD.new,HMT.new,PBD.new,WMG.new,MSW.new,REC.new,OCP.new,ECO.new,BDH.new,TBN.new,TBG.new,MPA.new,PAR.new,SHI.new,SPI.new,BHV.new,ECS.new,TCL.new,GRL.new,WTL.new,FSH.new,FSS.new,RMS.new,FTD.new,ACD.new,SDA.new,NXA.new,AGR.new,SPU.new,SNM.new,WRS.new,WWT.new,PCC.new,CCH.new,CDA.new,CHA.new,FGA.new,NDA.new,BCA.new,GHN.new,LCB.new,GIB.new,GHP.new,EPI.rgn.mean,EPI.rgn.rank,HLT.rgn.mean,HLT.rgn.rank,AIR.rgn.mean,AIR.rgn.rank,HAD.rgn.mean,HAD.rgn.rank,PMD.rgn.mean,PMD.rgn.rank,OZD.rgn.mean,OZD.rgn.rank,NOE.rgn.mean,NOE.rgn.rank,SOE.rgn.mean,SOE.rgn.rank,COE.rgn.mean,COE.rgn.rank,VOE.rgn.mean,VOE.rgn.rank,H2O.rgn.mean,H2O.rgn.rank,USD.rgn.mean,USD.rgn.rank,UWD.rgn.mean,UWD.rgn.rank,HMT.rgn.mean,HMT.rgn.rank,PBD.rgn.mean,PBD.rgn.rank,WMG.rgn.mean,WMG.rgn.rank,MSW.rgn.mean,MSW.rgn.rank,REC.rgn.mean,REC.rgn.rank,OCP.rgn.mean,OCP.rgn.rank,ECO.rgn.mean,ECO.rgn.rank,BDH.rgn.mean,BDH.rgn.rank,TBN.rgn.mean,TBN.rgn.rank,TBG.rgn.mean,TBG.rgn.rank,MPA.rgn.mean,MPA.rgn.rank,PAR.rgn.mean,PAR.rgn.rank,SHI.rgn.mean,SHI.rgn.rank,SPI.rgn.mean,SPI.rgn.rank,BHV.rgn.mean,BHV.rgn.rank,ECS.rgn.mean,ECS.rgn.rank,TCL.rgn.mean,TCL.rgn.rank,GRL.rgn.mean,GRL.rgn.rank,WTL.rgn.mean,WTL.rgn.rank,FSH.rgn.mean,FSH.rgn.rank,FSS.rgn.mean,FSS.rgn.rank,RMS.rgn.mean,RMS.rgn.rank,FTD.rgn.mean,FTD.rgn.rank,ACD.rgn.mean,ACD.rgn.rank,SDA.rgn.mean,SDA.rgn.rank,NXA.rgn.mean,NXA.rgn.rank,AGR.rgn.mean,AGR.rgn.rank,SPU.rgn.mean,SPU.rgn.rank,SNM.rgn.mean,SNM.rgn.rank,WRS.rgn.mean,WRS.rgn.rank,WWT.rgn.mean,WWT.rgn.rank,PCC.rgn.mean,PCC.rgn.rank,CCH.rgn.mean,CCH.rgn.rank,CDA.rgn.mean,CDA.rgn.rank,CHA.rgn.mean,CHA.rgn.rank,FGA.rgn.mean,FGA.rgn.rank,NDA.rgn.mean,NDA.rgn.rank,BCA.rgn.mean,BCA.rgn.rank,GHN.rgn.mean,GHN.rgn.rank,LCB.rgn.mean,LCB.rgn.rank,GIB.rgn.mean,GIB.rgn.rank,GHP.rgn.mean,GHP.rgn.rank
480,MUS,Mauritius,Sub-Saharan Africa,44.8,57.6,50.7,62.9,29.7,100,68.8,77.8,97.6,100,65.5,68.5,63.6,66,66,67.4,99.5,15.9,54.7,37.2,18,27.8,27.8,0,10.8,0,10.8,39.3,100,100,100,100,18.5,1.8,28.5,27.1,64.8,60.3,69.3,20,NA,20,2.8,2.8,46.4,46.4,35.7,47.1,57.1,60.8,76.5,57.2,0,49.2,52.2,37.04565217,10,23.57608696,1,25.13478261,2,16.15652174,2,27.57173913,19,38.79347826,1,41.40217391,5,59.17391304,10,42.5,1,24.43913043,1,15.99347826,1,16.7,1,15.52608696,1,40.73478261,2,40.73478261,2,16.84565217,1,11.79782609,1,15.1326087,19,39.30333333,5,42.64347826,30,54.50217391,41,70.44565217,39,73.06956522,40,14.01,19,36.34347826,42,78.67045455,41,54.08181818,40,46.48478261,33,34.2826087,1,23.22857143,1,45.71777778,1,56.34318182,1,25.73,20,43.05833333,24,18.17666667,4,14.9952381,2,57.2826087,15,62.95652174,27,51.60652174,9,30.7326087,37,29.60243902,44,32.8826087,40,5.752173913,16,5.752173913,16,37.96521739,13,37.96521739,13,23.21521739,13,34.86956522,14,60,16,56.88043478,21,51.17173913,4,47.15434783,12,29.32790698,35,49.21521739,24,76.68043478,40
454,MWI,Malawi,Sub-Saharan Africa,40.6,26.7,35.7,9.5,55.3,46.3,35.3,65,39.3,16,12.1,12,12.1,36.8,36.8,3.5,0.5,9.6,NA,54.1,82.4,100,100,NA,53.9,92.9,72.3,42.9,15,10,18.9,41.5,NA,NA,NA,NA,62.7,66.3,59.2,36.7,34.4,39,0,0,33.1,33.1,27,6.1,NA,0,57.9,42.4,27,23.3,100,37.04565217,14,23.57608696,11,25.13478261,5,16.15652174,34,27.57173913,2,38.79347826,10,41.40217391,29,59.17391304,22,42.5,27,24.43913043,26,15.99347826,29,16.7,29,15.52608696,28,40.73478261,26,40.73478261,26,16.84565217,44,11.79782609,39,15.1326087,36,39.30333333,37,42.64347826,8,54.50217391,5,70.44565217,1,73.06956522,1,14.01,37,36.34347826,10,78.67045455,13,54.08181818,15,46.48478261,26,34.2826087,38,23.22857143,28,45.71777778,40,56.34318182,24,25.73,37,43.05833333,36,18.17666667,37,14.9952381,34,57.2826087,20,62.95652174,22,51.60652174,18,30.7326087,13,29.60243902,15,32.8826087,15,5.752173913,27,5.752173913,27,37.96521739,26,37.96521739,26,23.21521739,18,34.86956522,42,60,33,56.88043478,46,51.17173913,17,47.15434783,24,29.32790698,21,49.21521739,40,76.68043478,1
458,MYS,Malaysia,Asia-Pacific,35,48,43.7,70.2,28.2,42.7,16.1,37.9,13.6,0,57.6,71.7,48.2,61.4,61.4,33.8,47.9,22.1,17.1,36,51.9,74.5,84,27.7,15.1,0,51.9,49.9,2.6,3.1,0,NA,14.3,27.6,6.3,7.6,71,88.1,53.9,40.5,17.6,63.4,12.6,12.6,27.2,27.2,30.7,38.1,48.1,80.3,63.5,7.4,55.9,58,23.9,36.016,14,40.176,6,36.084,6,33.116,5,34.296,18,55.796,17,46.94,19,50.808,15,51.872,21,38.392,21,46.296,7,51.112,7,43.08,8,54.728,10,54.728,10,32.784,10,36.44,7,25.98,10,33.65652174,16,34.868,14,40.748,11,58.312,12,56.6,10,16.72173913,5,15.276,13,56.515,18,35.12,9,48.792,10,24.25238095,21,18.8,18,49.49375,16,44.79,14,25.19565217,17,34.56190476,12,18.14090909,19,10.3,6,56.288,7,50.268,7,62.312,17,29.072,6,23.11176471,12,35.94,2,13.98636364,4,13.98636364,4,35.092,17,35.092,17,22.548,9,36.968,12,68.8,12,58.812,4,70.572,16,39.164,20,39.745,6,39.08,7,49.272,21
516,NAM,Namibia,Sub-Saharan Africa,50.9,24.2,22.2,20.4,17.9,28.4,44.7,67.4,61,12.6,19.7,20.8,18.9,43.9,43.9,26.5,18.6,19.6,49,51.3,73.9,100,100,16.8,81,86.5,87.2,57.4,39.1,30.6,56.3,72.8,26.5,62.2,6.2,6.5,76.7,86.4,66.9,14.8,18,11.5,5,5,64.6,64.6,18.7,100,61.4,100,13.9,100,76.8,99.6,52.6,37.04565217,4,23.57608696,16,25.13478261,27,16.15652174,9,27.57173913,32,38.79347826,40,41.40217391,15,59.17391304,19,42.5,9,24.43913043,34,15.99347826,10,16.7,10,15.52608696,11,40.73478261,17,40.73478261,17,16.84565217,9,11.79782609,9,15.1326087,13,39.30333333,8,42.64347826,10,54.50217391,12,70.44565217,1,73.06956522,1,14.01,5,36.34347826,2,78.67045455,25,54.08181818,5,46.48478261,9,34.2826087,12,23.22857143,7,45.71777778,12,56.34318182,14,25.73,9,43.05833333,5,18.17666667,23,14.9952381,20,57.2826087,2,62.95652174,6,51.60652174,11,30.7326087,44,29.60243902,30,32.8826087,44,5.752173913,12,5.752173913,12,37.96521739,3,37.96521739,3,23.21521739,21,34.86956522,1,60,3,56.88043478,1,51.17173913,44,47.15434783,1,29.32790698,4,49.21521739,2,76.68043478,39
562,NER,Niger,Sub-Saharan Africa,37.7,18.8,27.1,5.6,41.5,30.6,33.2,69.2,44.3,24.2,1.5,1.3,1.7,26.8,26.8,8.4,2.5,20.3,NA,64.7,77.1,90.8,89.8,NA,46.9,89.9,73.1,56.4,82.5,100,23.9,36.5,NA,NA,NA,NA,65.4,93.8,37,21.6,9.6,33.6,0,0,17.9,17.9,5.4,3.3,NA,10,0.5,30,0,42.5,82.7,37.04565217,18,23.57608696,37,25.13478261,14,16.15652174,44,27.57173913,9,38.79347826,36,41.40217391,35,59.17391304,17,42.5,22,24.43913043,10,15.99347826,44,16.7,44,15.52608696,44,40.73478261,43,40.73478261,43,16.84565217,36,11.79782609,29,15.1326087,11,39.30333333,39,42.64347826,1,54.50217391,8,70.44565217,22,73.06956522,24,14.01,39,36.34347826,12,78.67045455,22,54.08181818,14,46.48478261,12,34.2826087,5,23.22857143,1,45.71777778,37,56.34318182,27,25.73,39,43.05833333,38,18.17666667,39,14.9952381,37,57.2826087,13,62.95652174,3,51.60652174,35,30.7326087,35,29.60243902,36,32.8826087,28,5.752173913,27,5.752173913,27,37.96521739,46,37.96521739,46,23.21521739,35,34.86956522,43,60,35,56.88043478,44,51.17173913,45,47.15434783,34,29.32790698,35,49.21521739,30,76.68043478,23
566,NGA,Nigeria,Sub-Saharan Africa,28.3,15.2,13.8,11.8,11.6,33.1,21.5,52.1,4.5,16.7,5,6,4.3,50.9,50.9,12.7,16.7,4.7,12.7,33.3,45.7,78.1,62,0,26.8,84,69.3,33,12.2,5.4,31.2,33.6,23.3,46.6,6.2,15.2,62.2,49.1,75.2,28.6,18.2,39,0.2,0.2,29.6,29.6,37.4,48,61.4,38,46.2,8.5,12.3,52.5,76.6,37.04565217,41,23.57608696,43,25.13478261,44,16.15652174,21,27.57173913,38,38.79347826,28,41.40217391,42,59.17391304,31,42.5,44,24.43913043,24,15.99347826,43,16.7,40,15.52608696,43,40.73478261,8,40.73478261,8,16.84565217,26,11.79782609,10,15.1326087,44,39.30333333,30,42.64347826,39,54.50217391,33,70.44565217,25,73.06956522,32,14.01,19,36.34347826,33,78.67045455,31,54.08181818,19,46.48478261,43,34.2826087,42,23.22857143,34,45.71777778,29,56.34318182,29,25.73,12,43.05833333,8,18.17666667,23,14.9952381,11,57.2826087,23,62.95652174,40,51.60652174,6,30.7326087,25,29.60243902,27,32.8826087,15,5.752173913,24,5.752173913,24,37.96521739,30,37.96521739,30,23.21521739,12,34.86956522,12,60,3,56.88043478,37,51.17173913,35,47.15434783,45,29.32790698,28,49.21521739,22,76.68043478,30
558,NIC,Nicaragua,Latin America & Caribbean,37.7,37.1,38.2,24.1,46.9,54.5,44.5,41.6,73.1,14.3,42.9,43.9,42.2,34,34,19.3,16,15,30.4,40.9,60.1,86.8,88.3,8.8,71.5,0,66.5,45.4,19.7,2.6,41.8,100,14.4,23.1,5.8,NA,69.2,81.7,56.7,31.9,39.8,24.1,0,0,34.5,34.5,26.5,24.1,NA,37.6,47.6,40.3,42.3,39.6,63.3,44.290625,28,44.471875,25,43.65,22,47.771875,29,36.753125,7,68.31875,22,43.515625,12,62.521875,27,65.20625,13,34.88125,22,47.028125,23,51.99375,25,43.7125,20,50.1,27,50.1,27,36.90625,27,46.9875,28,15.3375,15,37.86,18,43.478125,19,57.278125,16,73.159375,12,71.8,10,34.8,15,55.796875,7,60.38461538,23,41.4875,6,48.203125,17,26.83125,24,14.78125,31,61.87741935,24,67.55,1,23.14666667,24,32.15833333,12,16.17666667,27,21.21764706,29,72.278125,22,80.53125,19,64.01875,22,32.678125,13,37.08,12,32.653125,19,12.08125,29,12.08125,29,45.0875,25,45.0875,25,38.853125,27,43.975,31,59.51904762,28,69.35625,31,70.465625,29,46.684375,17,51.75,21,42.784375,20,50.959375,7
528,NLD,Netherlands,Global West,62.6,83.3,76.8,100,68.1,50.5,13.5,62.2,60.4,70,100,100,100,94.1,94.1,66.2,99.6,28.3,37.5,60,80.1,99.8,93.5,100,47.4,78.2,44.2,30.2,24.4,20.4,45.9,26.6,13,8.8,20.3,8.9,100,100,100,29.3,18.7,40,100,100,54.5,54.5,65.7,97.8,94.3,43.1,100,26.3,70.7,60.7,20.8,63.29545455,10,84.41363636,14,82.59090909,16,97.27272727,1,81.62727273,18,57.08636364,13,22.29545455,17,55.97272727,7,62.57727273,13,61.10454545,8,95.27727273,1,95.61363636,1,95.05,1,84.59545455,7,84.59545455,7,67.06363636,13,95.94090909,1,33.71818182,16,37.17368421,10,60.01363636,13,74.76363636,9,87.02272727,9,87.86363636,10,80.15263158,1,47.99545455,12,80.56190476,16,65.12727273,20,46.03636364,22,28.04090909,10,15.4952381,3,60.82380952,15,51.095,17,20.32631579,16,23.19444444,16,25.75789474,8,8.35,9,97.99090909,1,98.65454545,1,97.31818182,1,47.69090909,18,47.085,18,50.45909091,17,78,1,78,1,55.81363636,9,55.81363636,9,64.84545455,9,61.7,1,79.98636364,4,77.63636364,22,97.93181818,1,40.11818182,14,55.54761905,7,64.80909091,13,24.05,13
578,NOR,Norway,Global West,59.3,92.2,92.4,100,100,62.2,21.3,51.6,63.3,57.9,100,100,100,93,93,70.7,98.8,35.3,50.1,57.6,71.2,82.1,83.3,44.1,81.1,92.7,58.9,70.4,30.8,13.6,100,64.2,39.7,33.2,71.9,6.5,100,100,100,25.5,11.8,39.3,64.3,64.3,43.9,43.9,49.3,45.3,93.2,72.2,100,30.1,39.8,47.1,12.5,63.29545455,14,84.41363636,4,82.59090909,5,97.27272727,1,81.62727273,1,57.08636364,8,22.29545455,7,55.97272727,13,62.57727273,9,61.10454545,12,95.27727273,1,95.61363636,1,95.05,1,84.59545455,10,84.59545455,10,67.06363636,6,95.94090909,5,33.71818182,11,37.17368421,3,60.01363636,16,74.76363636,14,87.02272727,16,87.86363636,15,80.15263158,16,47.99545455,1,80.56190476,4,65.12727273,15,46.03636364,3,28.04090909,3,15.4952381,8,60.82380952,1,51.095,5,20.32631579,3,23.19444444,2,25.75789474,2,8.35,14,97.99090909,1,98.65454545,1,97.31818182,1,47.69090909,20,47.085,20,50.45909091,18,78,17,78,17,55.81363636,16,55.81363636,16,64.84545455,18,61.7,20,79.98636364,5,77.63636364,13,97.93181818,1,40.11818182,11,55.54761905,17,64.80909091,20,24.05,17
524,NPL,Nepal,Southern Asia,28.3,17.1,9.5,14.2,6,0,13.5,25.8,0,8.7,27.1,29,25.9,26.7,26.7,24.7,34.7,4.6,NA,37.5,51.1,76.3,45.7,NA,16.5,97.5,54.3,37.3,39.4,40.1,44.4,30.2,NA,NA,NA,NA,11.2,0,22.4,27.1,8.4,45.8,0,0,24.1,24.1,0,41.2,NA,38.4,38.6,28,100,41.2,80.4,31.6375,5,23.725,5,19.625,6,19.4625,6,18.9,6,13.3625,7,25.15,5,35.6125,4,18.95,5,28.6,8,30.8875,6,32.8625,4,29.575,6,32.6875,4,32.6875,4,19.475,3,21.0625,2,13.7625,7,20.74,7,36.45,4,38.85,3,47.425,3,56.4875,6,7.7,7,16.4375,3,88.9,1,30.475,2,38.4125,5,45.7875,4,41.45,4,50.91428571,5,55.01428571,6,34.34,7,41.16,7,34.52,7,7.4,6,35.725,8,24.5875,7,46.8625,8,33.0375,7,28.61428571,7,39.25,4,0.7625,4,0.7625,4,30.475,5,30.475,5,15.9375,6,41.0875,5,70.25,7,52.7,6,55.225,7,30.2625,5,57.42857143,1,50.3625,5,75.5625,3
554,NZL,New Zealand,Global West,56.7,84.9,93.2,96.9,100,71.3,46.3,44.4,100,54.3,80.4,89.2,74.5,74.6,74.6,60.9,89.5,22,42.8,57.9,76.6,91.3,91.3,100,28.2,81.3,53.9,37.6,26.9,11.3,47.6,100,7.4,5.8,10.9,4.8,76,78.9,73.1,64.9,72.2,57.5,79.9,79.9,40.4,40.4,42.2,56.8,58,66,84.8,27.6,50.4,58.9,7.3,63.29545455,18,84.41363636,11,82.59090909,4,97.27272727,17,81.62727273,1,57.08636364,4,22.29545455,2,55.97272727,18,62.57727273,1,61.10454545,15,95.27727273,22,95.61363636,18,95.05,22,84.59545455,18,84.59545455,18,67.06363636,19,95.94090909,22,33.71818182,20,37.17368421,7,60.01363636,14,74.76363636,11,87.02272727,11,87.86363636,11,80.15263158,1,47.99545455,19,80.56190476,14,65.12727273,16,46.03636364,13,28.04090909,8,15.4952381,12,60.82380952,14,51.095,1,20.32631579,19,23.19444444,17,25.75789474,17,8.35,16,97.99090909,22,98.65454545,22,97.31818182,22,47.69090909,5,47.085,6,50.45909091,8,78,14,78,14,55.81363636,19,55.81363636,19,64.84545455,21,61.7,13,79.98636364,21,77.63636364,18,97.93181818,21,40.11818182,12,55.54761905,14,64.80909091,14,24.05,19
512,OMN,Oman,Greater Middle East,30.7,39,31.8,70.4,1,35,17.4,28,50.9,37.1,58.3,76.1,46.5,36.5,36.5,32.8,49.5,13.9,18.5,33.5,20.2,19.3,19.1,0.4,14.3,99.4,19.1,63.2,46.8,NA,NA,46.8,35.6,72.4,10.2,21.1,45.2,47.3,43,67.3,84,50.6,13.4,13.4,23.2,23.2,23.4,25.4,59.8,17.1,38.2,18.8,25.4,29.2,0,36.65625,12,43.35,12,38.6875,13,79.08125,14,10.90625,13,34.8625,8,7.7,2,15.98125,2,31.025,3,30.66875,6,56.2625,8,65.925,6,49.8375,12,41.00625,9,41.00625,9,39.1,8,56.15625,9,16.73125,12,26.87142857,10,39.4125,12,33.2875,13,39.63125,10,39.3875,11,18.5,11,15.93125,9,89.26666667,1,29.08125,9,52.93125,3,50.9125,8,40.96363636,14,74.45,13,67.44666667,11,19.52142857,1,36.47777778,1,15.17142857,10,11.13,2,65.7125,15,77.19375,15,54.2625,13,39.575,1,43.26,1,36.5125,3,38.94375,12,38.94375,12,30.08125,13,30.08125,13,34.78125,13,25.25,7,64.83333333,9,44.9125,15,60.71875,13,19.0125,9,39.15384615,7,38.9875,11,30.825,12
586,PAK,Pakistan,Southern Asia,24.6,11.4,5.7,13,0,2.1,2.1,10.3,0,18.7,17.5,20.9,15.3,22.5,22.5,15.8,19.7,13.8,10.2,37.8,37.4,62,55.1,6.9,8,85.7,37.1,39.7,61.3,56.2,100,52.6,23.6,21.8,25.3,NA,48,42.4,53.5,28.6,22,35.1,0.1,0.1,16.9,16.9,8.8,24.5,76.3,31.2,41.1,0,100,34.1,71.5,31.6375,6,23.725,8,19.625,8,19.4625,7,18.9,7,13.3625,6,25.15,8,35.6125,7,18.95,5,28.6,5,30.8875,8,32.8625,8,29.575,8,32.6875,6,32.6875,6,19.475,5,21.0625,3,13.7625,5,20.74,4,36.45,3,38.85,4,47.425,4,56.4875,4,7.7,2,16.4375,5,88.9,6,30.475,4,38.4125,3,45.7875,3,41.45,3,50.91428571,1,55.01428571,4,34.34,5,41.16,4,34.52,2,7.4,7,35.725,2,24.5875,2,46.8625,4,33.0375,6,28.61428571,6,39.25,5,0.7625,3,0.7625,3,30.475,8,30.475,8,15.9375,4,41.0875,7,70.25,1,52.7,7,55.225,6,30.2625,7,57.42857143,1,50.3625,7,75.5625,5
591,PAN,Panama,Latin America & Caribbean,50.5,49,51.9,47.1,55.9,66.5,33.2,63.7,66.2,32.6,43.6,46.4,41.7,56.8,56.8,38.6,55.2,14.2,29.7,57.5,83.7,94.1,90.9,100,61.9,80.4,71.1,43.3,22.8,14.3,47.7,49,33.2,58.4,5.9,35.7,89.6,100,79.2,33.2,40.9,25.6,23.1,23.1,43.5,43.5,30.7,49.5,NA,91.2,57.2,43.5,79.9,73.3,53.3,44.290625,6,44.471875,10,43.65,7,47.771875,15,36.753125,2,68.31875,14,43.515625,17,62.521875,17,65.20625,17,34.88125,12,47.028125,20,51.99375,22,43.7125,22,50.1,12,50.1,12,36.90625,16,46.9875,14,15.3375,17,37.86,19,43.478125,2,57.278125,2,73.159375,7,71.8,9,34.8,1,55.796875,14,60.38461538,8,41.4875,3,48.203125,21,26.83125,21,14.78125,16,61.87741935,21,67.55,19,23.14666667,6,32.15833333,3,16.17666667,26,21.21764706,4,72.278125,7,80.53125,1,64.01875,7,32.678125,12,37.08,10,32.653125,17,12.08125,6,12.08125,6,45.0875,14,45.0875,14,38.853125,23,43.975,10,59.51904762,29,69.35625,6,70.465625,25,46.684375,15,51.75,5,42.784375,1,50.959375,18
604,PER,Peru,Latin America & Caribbean,39.8,43.1,41.5,40.3,40.4,77.1,28.9,56.6,54.5,11.8,43.1,43.7,42.8,67.4,67.4,27.7,42,9.2,17.4,45.2,54.5,85.8,82.3,1.6,42.8,74.9,45.2,59.9,27.6,18.4,33.9,77,45.2,96,9,26.6,56,62,49.9,30.7,24.2,37.1,41,41,32.2,32.2,27.6,37.7,60.2,63.7,94,22,39.1,47.5,62.8,44.290625,26,44.471875,18,43.65,20,47.771875,20,36.753125,10,68.31875,10,43.515625,22,62.521875,22,65.20625,22,34.88125,24,47.028125,22,51.99375,26,43.7125,19,50.1,5,50.1,5,36.90625,24,46.9875,18,15.3375,28,37.86,27,43.478125,16,57.278125,18,73.159375,15,71.8,16,34.8,22,55.796875,23,60.38461538,10,41.4875,11,48.203125,4,26.83125,16,14.78125,11,61.87741935,27,67.55,13,23.14666667,3,32.15833333,1,16.17666667,24,21.21764706,8,72.278125,25,80.53125,26,64.01875,24,32.678125,15,37.08,15,32.653125,10,12.08125,3,12.08125,3,45.0875,26,45.0875,26,38.853125,25,43.975,21,59.51904762,10,69.35625,21,70.465625,5,46.684375,27,51.75,23,42.784375,14,50.959375,8
608,PHL,Philippines,Asia-Pacific,28.9,31.1,25.9,19.7,25.6,79.7,25.3,9.8,49.2,20.2,39,45.9,34.4,47.4,47.4,23.4,20,49.9,3.8,38.6,54.2,90.7,92.4,14.6,27.5,42.9,26.6,35.8,26.7,14.5,100,NA,34.8,41.9,38.7,20.6,34.8,45.2,24.3,29.6,15.1,44.1,0.8,0.8,16.9,16.9,2.8,37.1,77.2,49.6,30.1,8.5,25.4,52.8,72.6,36.016,20,40.176,15,36.084,19,33.116,14,34.296,19,55.796,5,46.94,15,50.808,22,51.872,13,38.392,15,46.296,13,51.112,12,43.08,13,54.728,12,54.728,12,32.784,17,36.44,17,25.98,5,33.65652174,20,34.868,10,40.748,10,58.312,9,56.6,9,16.72173913,7,15.276,3,56.515,14,35.12,15,48.792,23,24.25238095,8,18.8,12,49.49375,1,44.79,19,25.19565217,5,34.56190476,8,18.14090909,2,10.3,2,56.288,19,50.268,10,62.312,21,29.072,14,23.11176471,13,35.94,11,13.98636364,15,13.98636364,15,35.092,22,35.092,22,22.548,18,36.968,13,68.8,5,58.812,15,70.572,24,39.164,19,39.745,13,39.08,9,49.272,4
598,PNG,Papua New Guinea,Asia-Pacific,24.8,29.9,31.7,5,42.4,100,64.1,46.5,82.2,0,15.6,15.4,15.8,59.6,59.6,25.8,29.3,6.3,38.3,21.9,16.3,17.9,11.6,1.2,3.6,94.7,9.4,67.2,31.4,20,100,NA,35.5,62.9,8.2,NA,33.7,31.1,36.4,15.6,0,31.3,0,0,25.4,25.4,13.1,0,60.7,68.2,60.7,34.9,23.7,0,73.2,36.016,23,40.176,17,36.084,13,33.116,24,34.296,6,55.796,1,46.94,10,50.808,12,51.872,9,38.392,21,46.296,24,51.112,24,43.08,23,54.728,11,54.728,11,32.784,15,36.44,12,25.98,24,33.65652174,10,34.868,21,40.748,21,58.312,20,56.6,20,16.72173913,16,15.276,19,56.515,3,35.12,16,48.792,3,24.25238095,4,18.8,9,49.49375,1,44.79,18,25.19565217,4,34.56190476,3,18.14090909,16,10.3,20,56.288,20,50.268,18,62.312,20,29.072,21,23.11176471,17,35.94,16,13.98636364,18,13.98636364,18,35.092,18,35.092,18,22.548,15,36.968,24,68.8,8,58.812,10,70.572,18,39.164,12,39.745,15,39.08,23,49.272,3
616,POL,Poland,Eastern Europe,50.6,53,40.4,49.4,32.9,51.8,18.6,34.1,55.7,64.2,71.8,80.8,65.7,64.5,64.5,63.7,87,38.3,42.7,60,87.3,100,100,100,53.3,92.6,91,37,17.7,9.1,60.8,26.3,11,9.7,16.6,5.6,99.6,100,99.2,42.7,28,57.4,61.5,61.5,38.8,38.8,52.2,70.1,35.4,70.1,100,9.9,46.8,64.3,22.5,53.23684211,14,53.29473684,10,45.18421053,11,55.41578947,11,38.01578947,13,52.82631579,10,24.04736842,14,36.66842105,14,55.74736842,9,48.15789474,4,67.57894737,6,74.24736842,7,63.12105263,4,64.57368421,11,64.57368421,11,51.01578947,5,67.92105263,6,23.22631579,2,41.28333333,7,55.68421053,10,69.38421053,1,84.58947368,1,86.59473684,1,64.68333333,1,40.76315789,3,80.44210526,1,69.56842105,1,37.26842105,10,27.95263158,17,17.05789474,15,54.69473684,5,66.52631579,18,23.55833333,10,34.37142857,4,25.25,7,11.41666667,10,92.86842105,10,92.81052632,1,92.93684211,12,46.86315789,11,40.61052632,12,53.09473684,10,42.75263158,6,42.75263158,6,50.47368421,18,50.47368421,18,54.46842105,12,55.95263158,4,60.53684211,18,67.19473684,10,94.80526316,1,40.11578947,18,53.62631579,11,58.85789474,8,33.30526316,16
620,PRT,Portugal,Global West,50.4,76.6,78.1,85.2,83,54.7,21,44.5,66.4,49.1,83.5,80.3,85.7,64.6,64.6,62.5,94.6,23.5,37.5,49.6,70.5,100,100,43.3,41.6,73,68.6,35,8.6,0,32.7,35.7,14.7,2.8,33,6.6,100,100,100,23.5,24.7,22.3,59.2,59.2,37.6,37.6,48.9,50.2,45.4,74,100,23.2,0.2,15.4,29.6,63.29545455,21,84.41363636,21,82.59090909,14,97.27272727,21,81.62727273,10,57.08636364,11,22.29545455,9,55.97272727,17,62.57727273,6,61.10454545,17,95.27727273,21,95.61363636,22,95.05,20,84.59545455,21,84.59545455,21,67.06363636,17,95.94090909,15,33.71818182,18,37.17368421,10,60.01363636,22,74.76363636,16,87.02272727,1,87.86363636,1,80.15263158,17,47.99545455,15,80.56190476,18,65.12727273,13,46.03636364,17,28.04090909,22,15.4952381,20,60.82380952,20,51.095,13,20.32631579,14,23.19444444,18,25.75789474,5,8.35,13,97.99090909,1,98.65454545,1,97.31818182,1,47.69090909,21,47.085,15,50.45909091,21,78,18,78,18,55.81363636,20,55.81363636,20,64.84545455,20,61.7,19,79.98636364,22,77.63636364,10,97.93181818,1,40.11818182,15,55.54761905,21,64.80909091,22,24.05,9
600,PRY,Paraguay,Latin America & Caribbean,40.9,44.9,43.3,30.5,52.9,49.8,41.6,83.8,51.4,0,47.6,51,45.2,50.6,50.6,41,52.5,18.1,NA,48.9,64.3,82.9,84.1,NA,37.8,0,40.5,51.5,14.1,5.2,44.9,36.3,NA,NA,NA,NA,64.5,100,29.1,69.4,60.9,77.9,0.7,0.7,30.1,30.1,17.2,36.8,NA,47,31.2,33.1,67.7,50.9,42.7,44.290625,23,44.471875,17,43.65,18,47.771875,27,36.753125,3,68.31875,27,43.515625,14,62.521875,6,65.20625,26,34.88125,30,47.028125,14,51.99375,17,43.7125,13,50.1,17,50.1,17,36.90625,14,46.9875,16,15.3375,9,37.86,31,43.478125,13,57.278125,13,73.159375,16,71.8,15,34.8,31,55.796875,25,60.38461538,23,41.4875,13,48.203125,11,26.83125,30,14.78125,28,61.87741935,23,67.55,27,23.14666667,31,32.15833333,28,16.17666667,31,21.21764706,30,72.278125,24,80.53125,1,64.01875,31,32.678125,3,37.08,7,32.653125,2,12.08125,26,12.08125,26,45.0875,28,45.0875,28,38.853125,30,43.975,23,59.51904762,30,69.35625,29,70.465625,32,46.684375,21,51.75,9,42.784375,8,50.959375,21
