code,iso,country,region,EPI.new,HLT.new,AIR.new,HAD.new,PMD.new,OZD.new,NOE.new,SOE.new,COE.new,VOE.new,H2O.new,USD.new,UWD.new,HMT.new,PBD.new,WMG.new,MSW.new,REC.new,OCP.new,ECO.new,BDH.new,TBN.new,TBG.new,MPA.new,PAR.new,SHI.new,SPI.new,BHV.new,ECS.new,TCL.new,GRL.new,WTL.new,FSH.new,FSS.new,RMS.new,FTD.new,ACD.new,SDA.new,NXA.new,AGR.new,SPU.new,SNM.new,WRS.new,WWT.new,PCC.new,CCH.new,CDA.new,CHA.new,FGA.new,NDA.new,BCA.new,GHN.new,LCB.new,GIB.new,GHP.new,EPI.rgn.mean,EPI.rgn.rank,HLT.rgn.mean,HLT.rgn.rank,AIR.rgn.mean,AIR.rgn.rank,HAD.rgn.mean,HAD.rgn.rank,PMD.rgn.mean,PMD.rgn.rank,OZD.rgn.mean,OZD.rgn.rank,NOE.rgn.mean,NOE.rgn.rank,SOE.rgn.mean,SOE.rgn.rank,COE.rgn.mean,COE.rgn.rank,VOE.rgn.mean,VOE.rgn.rank,H2O.rgn.mean,H2O.rgn.rank,USD.rgn.mean,USD.rgn.rank,UWD.rgn.mean,UWD.rgn.rank,HMT.rgn.mean,HMT.rgn.rank,PBD.rgn.mean,PBD.rgn.rank,WMG.rgn.mean,WMG.rgn.rank,MSW.rgn.mean,MSW.rgn.rank,REC.rgn.mean,REC.rgn.rank,OCP.rgn.mean,OCP.rgn.rank,ECO.rgn.mean,ECO.rgn.rank,BDH.rgn.mean,BDH.rgn.rank,TBN.rgn.mean,TBN.rgn.rank,TBG.rgn.mean,TBG.rgn.rank,MPA.rgn.mean,MPA.rgn.rank,PAR.rgn.mean,PAR.rgn.rank,SHI.rgn.mean,SHI.rgn.rank,SPI.rgn.mean,SPI.rgn.rank,BHV.rgn.mean,BHV.rgn.rank,ECS.rgn.mean,ECS.rgn.rank,TCL.rgn.mean,TCL.rgn.rank,GRL.rgn.mean,GRL.rgn.rank,WTL.rgn.mean,WTL.rgn.rank,FSH.rgn.mean,FSH.rgn.rank,FSS.rgn.mean,FSS.rgn.rank,RMS.rgn.mean,RMS.rgn.rank,FTD.rgn.mean,FTD.rgn.rank,ACD.rgn.mean,ACD.rgn.rank,SDA.rgn.mean,SDA.rgn.rank,NXA.rgn.mean,NXA.rgn.rank,AGR.rgn.mean,AGR.rgn.rank,SPU.rgn.mean,SPU.rgn.rank,SNM.rgn.mean,SNM.rgn.rank,WRS.rgn.mean,WRS.rgn.rank,WWT.rgn.mean,WWT.rgn.rank,PCC.rgn.mean,PCC.rgn.rank,CCH.rgn.mean,CCH.rgn.rank,CDA.rgn.mean,CDA.rgn.rank,CHA.rgn.mean,CHA.rgn.rank,FGA.rgn.mean,FGA.rgn.rank,NDA.rgn.mean,NDA.rgn.rank,BCA.rgn.mean,BCA.rgn.rank,GHN.rgn.mean,GHN.rgn.rank,LCB.rgn.mean,LCB.rgn.rank,GIB.rgn.mean,GIB.rgn.rank,GHP.rgn.mean,GHP.rgn.rank
662,LCA,Saint Lucia,Latin America & Caribbean,49.4,47.3,46,53.4,27.8,100,73.4,76.8,90.8,87.4,45.4,50.3,42.2,51.2,51.2,55.4,73.8,13.3,60.9,36.4,36.7,59.6,29.5,1.8,66.6,NA,24,51.1,38.9,28.9,NA,98.8,26.2,NA,16.3,39.1,89.8,100,79.5,6.4,NA,6.4,14,14,64.8,64.8,44.5,47.7,81.3,83.4,64.2,88.5,73.3,37.6,66.5,44.290625,8,44.471875,12,43.65,12,47.771875,12,36.753125,24,68.31875,1,43.515625,8,62.521875,10,65.20625,4,34.88125,5,47.028125,19,51.99375,18,43.7125,20,50.1,16,50.1,16,36.90625,4,46.9875,8,15.3375,18,37.86,6,43.478125,25,57.278125,27,73.159375,23,71.8,29,34.8,21,55.796875,11,60.38461538,31,41.4875,26,48.203125,13,26.83125,3,14.78125,3,61.87741935,32,67.55,12,23.14666667,9,32.15833333,29,16.17666667,9,21.21764706,1,72.278125,6,80.53125,1,64.01875,6,32.678125,30,37.08,31,32.653125,30,12.08125,10,12.08125,10,45.0875,4,45.0875,4,38.853125,10,43.975,12,59.51904762,3,69.35625,10,70.465625,19,46.684375,5,51.75,8,42.784375,23,50.959375,5
144,LKA,Sri Lanka,Southern Asia,34.7,39,32.5,27.3,37.4,46.9,19.5,21.8,30.2,23.2,48.5,51.1,46.7,71.6,71.6,19.1,12.9,24.5,26,40.1,57.5,90.7,98.2,0.7,52.4,73,37.5,35.1,30.6,18.2,37.5,98.4,31.8,43.5,20.1,NA,29.5,18,40.9,31.6,30,33.2,0,0,26.4,26.4,0,54.8,NA,100,91.2,30.8,38.9,39.1,80.4,31.6375,4,23.725,2,19.625,2,19.4625,2,18.9,2,13.3625,1,25.15,4,35.6125,5,18.95,3,28.6,3,30.8875,1,32.8625,2,29.575,1,32.6875,1,32.6875,1,19.475,4,21.0625,6,13.7625,1,20.74,2,36.45,2,38.85,2,47.425,2,56.4875,2,7.7,3,16.4375,1,88.9,7,30.475,3,38.4125,6,45.7875,6,41.45,6,50.91428571,6,55.01428571,2,34.34,3,41.16,3,34.52,3,7.4,3,35.725,6,24.5875,5,46.8625,5,33.0375,5,28.61428571,4,39.25,7,0.7625,4,0.7625,4,30.475,4,30.475,4,15.9375,6,41.0875,2,70.25,3,52.7,1,55.225,2,30.2625,4,57.42857143,5,50.3625,6,75.5625,3
426,LSO,Lesotho,Sub-Saharan Africa,32.3,10.9,11.1,10.2,8.7,20.6,13,17.1,43.8,24,7.3,7.4,7.2,24.5,24.5,5.9,2.9,11.9,NA,23.5,13.7,2.8,2.8,NA,26.1,94.4,1.8,36.1,28.3,29,30.2,22.1,NA,NA,NA,NA,53.1,87.3,18.9,45.5,63.6,27.4,0.3,0.3,53.3,53.3,43.5,51.2,NA,100,77,63.5,10.6,46.9,74.3,37.04565217,30,23.57608696,46,25.13478261,46,16.15652174,32,27.57173913,40,38.79347826,45,41.40217391,45,59.17391304,43,42.5,23,24.43913043,11,15.99347826,37,16.7,37,15.52608696,37,40.73478261,44,40.73478261,44,16.84565217,38,11.79782609,27,15.1326087,27,39.30333333,36,42.64347826,45,54.50217391,42,70.44565217,45,73.06956522,45,14.01,36,36.34347826,34,78.67045455,10,54.08181818,44,46.48478261,40,34.2826087,18,23.22857143,9,45.71777778,31,56.34318182,43,25.73,36,43.05833333,35,18.17666667,36,14.9952381,33,57.2826087,32,62.95652174,5,51.60652174,43,30.7326087,5,29.60243902,4,32.8826087,34,5.752173913,23,5.752173913,23,37.96521739,9,37.96521739,9,23.21521739,9,34.86956522,9,60,32,56.88043478,1,51.17173913,3,47.15434783,10,29.32790698,29,49.21521739,27,76.68043478,31
440,LTU,Lithuania,Eastern Europe,55.9,61.8,58.4,64.3,54.5,74.6,31.5,51.5,57.4,71.4,58.4,59.9,57.4,83,83,67.4,88.7,34.9,57.4,61,84.4,99.7,99.7,100,35.7,90.8,83.7,41.2,21.9,6.9,87.2,46.7,13.4,NA,19,6.2,95.5,100,91.1,65.6,67.1,64.1,52.3,52.3,47.1,47.1,44.8,84.5,41.5,65.2,55.2,39.9,48.5,56.2,26,53.23684211,10,53.29473684,6,45.18421053,4,55.41578947,6,38.01578947,3,52.82631579,2,24.04736842,4,36.66842105,2,55.74736842,7,48.15789474,2,67.57894737,16,74.24736842,17,63.12105263,14,64.57368421,3,64.57368421,3,51.01578947,2,67.92105263,4,23.22631579,4,41.28333333,1,55.68421053,9,69.38421053,4,84.58947368,13,86.59473684,13,64.68333333,1,40.76315789,14,80.44210526,2,69.56842105,10,37.26842105,5,27.95263158,14,17.05789474,16,54.69473684,3,66.52631579,12,23.55833333,9,34.37142857,11,25.25,6,11.41666667,8,92.86842105,13,92.81052632,1,92.93684211,15,46.86315789,3,40.61052632,3,53.09473684,6,42.75263158,9,42.75263158,9,50.47368421,15,50.47368421,15,54.46842105,17,55.95263158,2,60.53684211,16,67.19473684,11,94.80526316,19,40.11578947,10,53.62631579,10,58.85789474,12,33.30526316,15
442,LUX,Luxembourg,Global West,72.3,86.7,81,100,77.5,51.2,14.8,66.2,53.4,58,98.7,100,97.8,95.1,95.1,79.1,97.6,42,NA,70,84.8,100,100,NA,74.8,0,92,41.8,18.1,14,43.2,NA,NA,NA,NA,NA,100,100,100,55.9,69.6,42.2,98,98,67.4,67.4,70.3,61.9,75.3,91.3,100,63.8,69.4,82,9.1,63.29545455,6,84.41363636,7,82.59090909,11,97.27272727,1,81.62727273,13,57.08636364,12,22.29545455,16,55.97272727,6,62.57727273,20,61.10454545,11,95.27727273,9,95.61363636,1,95.05,12,84.59545455,5,84.59545455,5,67.06363636,1,95.94090909,10,33.71818182,5,37.17368421,21,60.01363636,2,74.76363636,5,87.02272727,1,87.86363636,1,80.15263158,21,47.99545455,3,80.56190476,21,65.12727273,1,46.03636364,11,28.04090909,16,15.4952381,7,60.82380952,17,51.095,21,20.32631579,21,23.19444444,20,25.75789474,21,8.35,21,97.99090909,1,98.65454545,1,97.31818182,1,47.69090909,9,47.085,7,50.45909091,16,78,6,78,6,55.81363636,6,55.81363636,6,64.84545455,7,61.7,11,79.98636364,14,77.63636364,5,97.93181818,1,40.11818182,5,55.54761905,8,64.80909091,6,24.05,18
428,LVA,Latvia,Eastern Europe,61.1,56.9,51.1,54.9,46.5,73.8,32.6,56.4,55.6,69.1,59.1,61.1,57.7,77.5,77.5,63,85.9,31.3,48.8,65.4,84.3,100,100,100,37.2,76.1,77.4,47.2,15.8,3.8,36,68.1,38.4,61.9,15.5,37.6,95,94.5,95.5,64.4,66,62.8,90.7,90.7,58.6,58.6,64,49.2,71.6,57.9,97.6,52.5,56.5,65.6,36.8,53.23684211,3,53.29473684,8,45.18421053,7,55.41578947,10,38.01578947,6,52.82631579,3,24.04736842,3,36.66842105,1,55.74736842,10,48.15789474,3,67.57894737,15,74.24736842,16,63.12105263,13,64.57368421,4,64.57368421,4,51.01578947,6,67.92105263,8,23.22631579,6,41.28333333,3,55.68421053,4,69.38421053,5,84.58947368,1,86.59473684,1,64.68333333,1,40.76315789,11,80.44210526,17,69.56842105,11,37.26842105,2,27.95263158,18,17.05789474,17,54.69473684,16,66.52631579,9,23.55833333,3,34.37142857,2,25.25,8,11.41666667,1,92.86842105,14,92.81052632,15,92.93684211,13,46.86315789,4,40.61052632,5,53.09473684,8,42.75263158,2,42.75263158,2,50.47368421,3,50.47368421,3,54.46842105,3,55.95263158,14,60.53684211,5,67.19473684,15,94.80526316,16,40.11578947,6,53.62631579,8,58.85789474,7,33.30526316,7
504,MAR,Morocco,Greater Middle East,28.4,28.6,22.7,44.4,3.5,32.2,16.3,23.6,44.9,35.5,40.9,47.2,36.7,28.4,28.4,30.8,38.7,25.4,20.6,27.2,16.6,12.1,10.5,2.3,23.5,80.8,19.9,46.5,20.1,18.9,31.9,15.2,21.2,45.9,11.6,1.9,90.9,100,81.9,49,59.1,38.9,5.4,5.4,29.5,29.5,34.6,27.9,26,56.1,44.5,21.9,0,43,65.4,36.65625,14,43.35,15,38.6875,15,79.08125,15,10.90625,10,34.8625,10,7.7,4,15.98125,5,31.025,5,30.66875,8,56.2625,14,65.925,14,49.8375,14,41.00625,13,41.00625,13,39.1,11,56.15625,12,16.73125,3,26.87142857,8,39.4125,15,33.2875,14,39.63125,12,39.3875,16,18.5,7,15.93125,3,89.26666667,12,29.08125,8,52.93125,12,50.9125,15,40.96363636,8,74.45,10,67.44666667,14,19.52142857,6,36.47777778,2,15.17142857,9,11.13,10,65.7125,1,77.19375,1,54.2625,1,39.575,5,43.26,6,36.5125,6,38.94375,14,38.94375,14,30.08125,8,30.08125,8,34.78125,9,25.25,6,64.83333333,12,44.9125,5,60.71875,12,19.0125,6,39.15384615,10,38.9875,9,30.825,3
498,MDA,Moldova,Former Soviet States,42.7,42,40.5,46.6,33.9,56.7,29,31,62.1,62.6,50,48.9,50.8,54,54,17.7,8.2,36.9,NA,42.9,49.8,62.3,63.5,NA,13.1,80.7,53.6,26.6,33.5,20.7,44.2,100,NA,NA,NA,NA,63.3,63.2,63.4,36,21.1,50.8,9.2,9.2,42.9,42.9,33.9,54.7,51.7,21.6,48.8,51.2,0,52.2,59.4,41.1,4,37.35,5,31.09166667,3,46.71666667,6,16.275,2,40.80833333,3,23.45833333,4,38.54166667,11,57.825,2,49.29166667,3,50.58333333,8,48.99166667,8,51.63333333,8,47.375,4,47.375,4,28.63333333,9,35.16666667,9,16.03333333,1,32.4,8,45.78333333,7,47.84166667,5,57.20833333,6,60.55,6,23.4,8,19.01666667,9,90.45,11,44.725,5,42.725,12,49.39166667,9,49.14166667,9,42.5,5,57.54545455,1,16.86666667,8,22.35,8,16.4,8,14.6,7,59.08333333,6,55.675,5,62.475,7,45.29166667,11,40.03333333,11,50.53333333,6,16.725,7,16.725,7,37.95,3,37.95,3,36.28333333,6,36.2,3,62.86666667,9,41.58333333,10,64.725,8,29.90833333,1,72.95833333,12,51.75,6,39.86666667,3
450,MDG,Madagascar,Sub-Saharan Africa,28,24.4,33.6,7.6,50,44.2,45.5,85.8,62.2,17,6,5.7,6.2,32.4,32.4,11.2,2.1,9.2,31.4,29.5,31,42.7,38.4,7.8,33,0,33.7,45.7,21.8,0.6,70.5,100,30.2,51.8,8.7,30.1,52.6,54.4,50.8,35.9,21.3,50.5,0,0,28.4,28.4,0,52,60.5,71.4,58.5,38.7,0,59,91.1,37.04565217,44,23.57608696,15,25.13478261,7,16.15652174,36,27.57173913,5,38.79347826,11,41.40217391,13,59.17391304,6,42.5,8,24.43913043,22,15.99347826,40,16.7,41,15.52608696,40,40.73478261,36,40.73478261,36,16.84565217,29,11.79782609,31,15.1326087,37,39.30333333,23,42.64347826,43,54.50217391,37,70.44565217,36,73.06956522,38,14.01,8,36.34347826,24,78.67045455,41,54.08181818,32,46.48478261,20,34.2826087,25,23.22857143,39,45.71777778,9,56.34318182,1,25.73,6,43.05833333,7,18.17666667,19,14.9952381,1,57.2826087,33,62.95652174,36,51.60652174,29,30.7326087,15,29.60243902,23,32.8826087,3,5.752173913,27,5.752173913,27,37.96521739,33,37.96521739,33,23.21521739,41,34.86956522,8,60,6,56.88043478,12,51.17173913,16,47.15434783,27,29.32790698,35,49.21521739,16,76.68043478,12
462,MDV,Maldives,Southern Asia,37.4,48.5,52,40.4,55.4,26.3,96.3,95.6,75.5,92.8,47.8,53.3,44.2,54.7,54.7,25,13,20.9,52.9,35.7,11.3,10.4,10.4,0.7,10.4,NA,1.1,56.9,100,100,NA,NA,56.7,13.4,100,NA,36,40.3,31.8,14.1,NA,14.1,3.8,3.8,33.5,33.5,7.8,10.4,NA,0.4,28.1,65.2,NA,31,60.7,31.6375,3,23.725,1,19.625,1,19.4625,1,18.9,1,13.3625,2,25.15,1,35.6125,1,18.95,1,28.6,1,30.8875,2,32.8625,1,29.575,2,32.6875,2,32.6875,2,19.475,2,21.0625,5,13.7625,2,20.74,1,36.45,6,38.85,7,47.425,7,56.4875,7,7.7,3,16.4375,4,88.9,8,30.475,7,38.4125,1,45.7875,1,41.45,1,50.91428571,8,55.01428571,8,34.34,1,41.16,5,34.52,1,7.4,5,35.725,4,24.5875,3,46.8625,7,33.0375,8,28.61428571,8,39.25,8,0.7625,1,0.7625,1,30.475,3,30.475,3,15.9375,5,41.0875,8,70.25,5,52.7,8,55.225,8,30.2625,1,57.42857143,8,50.3625,8,75.5625,7
484,MEX,Mexico,Latin America & Caribbean,45.5,40.9,34.2,39.4,34.4,38.8,9.2,0,28.5,10.4,52.9,57.2,50,45.1,45.1,43.5,74.6,9.6,15.2,53.7,69.8,80.5,85.2,100,19.2,67.9,30,44.2,32.7,13.5,81.2,100,19.8,34.5,11.6,11.3,90.1,80.1,100,50.6,62.4,38.8,25.2,25.2,38.9,38.9,57,48.7,75.8,62.8,100,5.3,48.7,60.8,42.3,44.290625,18,44.471875,22,43.65,26,47.771875,21,36.753125,19,68.31875,31,43.515625,31,62.521875,32,65.20625,31,34.88125,27,47.028125,8,51.99375,10,43.7125,6,50.1,20,50.1,20,36.90625,12,46.9875,7,15.3375,26,37.86,28,43.478125,4,57.278125,10,73.159375,17,71.8,11,34.8,1,55.796875,30,60.38461538,16,41.4875,22,48.203125,19,26.83125,10,14.78125,18,61.87741935,9,67.55,1,23.14666667,14,32.15833333,10,16.17666667,18,21.21764706,12,72.278125,5,80.53125,20,64.01875,1,32.678125,7,37.08,6,32.653125,9,12.08125,5,12.08125,5,45.0875,19,45.0875,19,38.853125,4,43.975,11,59.51904762,5,69.35625,22,70.465625,1,46.684375,31,51.75,17,42.784375,5,50.959375,22
584,MHL,Marshall Islands,Asia-Pacific,36.2,35.8,34.9,17,29.5,100,100,100,98.6,100,32.3,35.3,30.3,46,46,38.8,21.5,39.7,72.5,18.7,8,5,5,2.4,12.9,NA,2.2,36.8,NA,NA,NA,NA,44.2,80.8,7.6,NA,51.4,35.2,67.6,1.7,NA,1.7,NA,NA,55.8,55.8,29.5,20.5,NA,49.6,74,93.8,NA,14.9,56.8,36.016,12,40.176,11,36.084,9,33.116,16,34.296,16,55.796,1,46.94,1,50.808,1,51.872,7,38.392,1,46.296,17,51.112,17,43.08,17,54.728,14,54.728,14,32.784,7,36.44,15,25.98,8,33.65652174,2,34.868,24,40.748,24,58.312,22,56.6,23,16.72173913,14,15.276,14,56.515,23,35.12,22,48.792,21,24.25238095,23,18.8,23,49.49375,20,44.79,17,25.19565217,3,34.56190476,2,18.14090909,17,10.3,19,56.288,13,50.268,16,62.312,11,29.072,25,23.11176471,22,35.94,24,13.98636364,24,13.98636364,24,35.092,3,35.092,3,22.548,10,36.968,21,68.8,20,58.812,15,70.572,12,39.164,2,39.745,23,39.08,21,49.272,11
807,MKD,North Macedonia,Eastern Europe,54.3,36.5,22.6,34.4,8.2,56.9,21,19.8,55.2,38.5,61.1,65.4,58.3,46.1,46.1,42.1,60.8,4.9,NA,48.7,57.9,62.9,77.4,NA,37,76.5,40.4,38.3,24,23.3,27.2,24.5,NA,NA,NA,NA,100,100,100,41.9,42.9,40.9,0.8,0.8,69.8,69.8,74.8,62.8,63.8,76.2,60.2,65,100,77.8,47.2,53.23684211,12,53.29473684,19,45.18421053,19,55.41578947,18,38.01578947,19,52.82631579,7,24.04736842,10,36.66842105,18,55.74736842,11,48.15789474,15,67.57894737,14,74.24736842,13,63.12105263,11,64.57368421,16,64.57368421,16,51.01578947,14,67.92105263,13,23.22631579,18,41.28333333,19,55.68421053,14,69.38421053,15,84.58947368,16,86.59473684,16,64.68333333,19,40.76315789,12,80.44210526,16,69.56842105,17,37.26842105,8,27.95263158,12,17.05789474,6,54.69473684,18,66.52631579,19,23.55833333,19,34.37142857,19,25.25,19,11.41666667,19,92.86842105,1,92.81052632,1,92.93684211,1,46.86315789,12,40.61052632,9,53.09473684,15,42.75263158,18,42.75263158,18,50.47368421,1,50.47368421,1,54.46842105,1,55.95263158,7,60.53684211,9,67.19473684,7,94.80526316,18,40.11578947,1,53.62631579,1,58.85789474,2,33.30526316,2
466,MLI,Mali,Sub-Saharan Africa,28.5,20.4,26.7,6.9,38.1,30.8,41.8,83.8,52.6,10.9,8.3,8.3,8.3,31.9,31.9,4.5,1.5,10.4,NA,38.4,46.9,30.7,62,NA,17.3,97,75.4,53.6,26.5,8.6,100,60.2,NA,NA,NA,NA,61.1,62.6,59.5,30.7,18,43.4,0,0,21.9,21.9,5.4,13.1,NA,26.3,58.6,29.7,44.3,38.3,73.6,37.04565217,40,23.57608696,32,25.13478261,16,16.15652174,40,27.57173913,11,38.79347826,35,41.40217391,20,59.17391304,7,42.5,14,24.43913043,36,15.99347826,34,16.7,34,15.52608696,34,40.73478261,39,40.73478261,39,16.84565217,41,11.79782609,33,15.1326087,31,39.30333333,38,42.64347826,27,54.50217391,31,70.44565217,38,73.06956522,32,14.01,38,36.34347826,39,78.67045455,3,54.08181818,13,46.48478261,14,34.2826087,21,23.22857143,32,45.71777778,1,56.34318182,15,25.73,38,43.05833333,37,18.17666667,38,14.9952381,35,57.2826087,24,62.95652174,23,51.60652174,17,30.7326087,23,29.60243902,30,32.8826087,5,5.752173913,27,5.752173913,27,37.96521739,42,37.96521739,42,23.21521739,35,34.86956522,40,60,34,56.88043478,42,51.17173913,15,47.15434783,36,29.32790698,12,49.21521739,34,76.68043478,33
470,MLT,Malta,Global West,75.2,76.5,73.2,96.3,61.3,45.2,36.8,48.7,71.2,83.6,99.8,99.5,100,49.9,49.9,63.5,91.8,10.5,59.7,68.2,72.9,100,100,78.1,14.1,NA,34.3,50.7,100,100,NA,NA,47.8,32.5,100,0.5,100,100,100,28.3,NA,28.3,0,0,82.3,82.3,87.5,81.5,58.1,100,100,82.8,44.6,100,42.7,63.29545455,4,84.41363636,22,82.59090909,21,97.27272727,18,81.62727273,22,57.08636364,18,22.29545455,3,55.97272727,15,62.57727273,3,61.10454545,3,95.27727273,7,95.61363636,13,95.05,1,84.59545455,22,84.59545455,22,67.06363636,15,95.94090909,20,33.71818182,22,37.17368421,1,60.01363636,3,74.76363636,13,87.02272727,1,87.86363636,1,80.15263158,13,47.99545455,22,80.56190476,22,65.12727273,21,46.03636364,7,28.04090909,1,15.4952381,1,60.82380952,22,51.095,22,20.32631579,1,23.19444444,3,25.75789474,1,8.35,18,97.99090909,1,98.65454545,1,97.31818182,1,47.69090909,19,47.085,22,50.45909091,20,78,22,78,22,55.81363636,4,55.81363636,4,64.84545455,4,61.7,3,79.98636364,20,77.63636364,1,97.93181818,1,40.11818182,4,55.54761905,16,64.80909091,1,24.05,2
104,MMR,Myanmar,Asia-Pacific,19.4,21.6,16.9,12.5,17.8,19.9,34,49.2,23.1,0,30.9,32.3,30,37.6,37.6,8.2,4,12.3,12.5,20.2,21.8,32.4,16.8,3.6,11.3,68.1,38.2,41.1,26,9.8,49.4,100,15.1,30.9,7.6,4.3,0,0,0,43,32.2,53.7,0,0,17.3,17.3,0,30.9,69,22.4,31.4,15.8,22,61.5,67.6,36.016,25,40.176,25,36.084,24,33.116,18,34.296,23,55.796,25,46.94,11,50.808,11,51.872,17,38.392,21,46.296,18,51.112,19,43.08,18,54.728,17,54.728,17,32.784,25,36.44,21,25.98,21,33.65652174,18,34.868,23,40.748,18,58.312,17,56.6,19,16.72173913,13,15.276,15,56.515,11,35.12,13,48.792,17,24.25238095,9,18.8,14,49.49375,6,44.79,1,25.19565217,16,34.56190476,11,18.14090909,17,10.3,10,56.288,25,50.268,25,62.312,25,29.072,4,23.11176471,5,35.94,5,13.98636364,18,13.98636364,18,35.092,21,35.092,21,22.548,20,36.968,15,68.8,6,58.812,24,70.572,23,39.164,16,39.745,16,39.08,3,49.272,7
499,MNE,Montenegro,Eastern Europe,46.9,41.3,30.7,34.7,22.4,58.6,34.1,43.5,61.5,41.7,65.6,78.8,56.8,64.4,64.4,15.5,5.4,6.4,44.6,44.7,52.6,73.6,86.1,0.6,54.4,75.9,46,42.1,36.7,24.1,48.9,100,14.4,NA,19.7,7.5,100,100,100,34.7,50.2,19.2,8.4,8.4,52.3,52.3,54.7,31.8,39.1,62.8,100,56.5,45.2,33.7,30.6,53.23684211,16,53.29473684,16,45.18421053,15,55.41578947,16,38.01578947,15,52.82631579,6,24.04736842,2,36.66842105,4,55.74736842,2,48.15789474,11,67.57894737,9,74.24736842,9,63.12105263,16,64.57368421,12,64.57368421,12,51.01578947,18,67.92105263,18,23.22631579,17,41.28333333,6,55.68421053,17,69.38421053,16,84.58947368,15,86.59473684,15,64.68333333,11,40.76315789,2,80.44210526,18,69.56842105,16,37.26842105,3,27.95263158,4,17.05789474,4,54.69473684,11,66.52631579,1,23.55833333,8,34.37142857,12,25.25,5,11.41666667,7,92.86842105,1,92.81052632,1,92.93684211,1,46.86315789,16,40.61052632,7,53.09473684,19,42.75263158,15,42.75263158,15,50.47368421,9,50.47368421,9,54.46842105,11,55.95263158,17,60.53684211,17,67.19473684,13,94.80526316,1,40.11578947,4,53.62631579,14,58.85789474,19,33.30526316,13
496,MNG,Mongolia,Asia-Pacific,29.6,23.8,14.9,22.8,0.5,44.8,29.9,24.9,61.6,56.1,43.2,42.3,43.8,32.6,32.6,15.7,17,13,NA,45.9,67.7,80.6,77.9,NA,26.4,93.9,81.4,52.5,31.2,23.6,58.3,49.9,NA,NA,NA,NA,32.6,2.2,63,22.7,30,15.4,3.3,3.3,14.6,14.6,0,0,42.2,3.4,52,18.1,100,27.6,0,36.016,19,40.176,23,36.084,25,33.116,12,34.296,25,55.796,14,46.94,12,50.808,18,51.872,11,38.392,7,46.296,12,51.112,13,43.08,9,54.728,24,54.728,24,32.784,21,36.44,19,25.98,19,33.65652174,25,34.868,6,40.748,4,58.312,10,56.6,12,16.72173913,25,15.276,5,56.515,4,35.12,2,48.792,8,24.25238095,5,18.8,5,49.49375,5,44.79,3,25.19565217,25,34.56190476,23,18.14090909,24,10.3,17,56.288,21,50.268,24,62.312,14,29.072,17,23.11176471,6,35.94,21,13.98636364,11,13.98636364,11,35.092,24,35.092,24,22.548,20,36.968,24,68.8,13,58.812,25,70.572,21,39.164,15,39.745,1,39.08,18,49.272,24
508,MOZ,Mozambique,Sub-Saharan Africa,31.7,28.3,37.9,7.2,59,50.1,46.4,81.4,60.9,17.1,16.4,16.3,16.5,23.3,23.3,9.8,1,5.2,31.9,44.5,65.2,95,97.7,3.4,60,91.1,76,53.7,15.8,10.2,36.9,27.8,57.1,98.9,15.3,NA,25.6,51.2,0,30.4,26.4,34.4,20,20,19.3,19.3,0,0,55.9,79.7,0,27.8,49.8,34.8,86.9,37.04565217,32,23.57608696,8,25.13478261,4,16.15652174,38,27.57173913,1,38.79347826,8,41.40217391,12,59.17391304,8,42.5,10,24.43913043,21,15.99347826,18,16.7,18,15.52608696,17,40.73478261,46,40.73478261,46,16.84565217,34,11.79782609,34,15.1326087,43,39.30333333,21,42.64347826,20,54.50217391,16,70.44565217,21,73.06956522,17,14.01,11,36.34347826,6,78.67045455,18,54.08181818,12,46.48478261,13,34.2826087,34,23.22857143,27,45.71777778,22,56.34318182,37,25.73,3,43.05833333,2,18.17666667,10,14.9952381,36,57.2826087,44,62.95652174,38,51.60652174,45,30.7326087,24,29.60243902,19,32.8826087,26,5.752173913,5,5.752173913,5,37.96521739,44,37.96521739,44,23.21521739,41,34.86956522,45,60,17,56.88043478,9,51.17173913,46,47.15434783,38,29.32790698,9,49.21521739,37,76.68043478,16
478,MRT,Mauritania,Sub-Saharan Africa,28.1,24,21.1,19.8,12.2,50.7,50.1,70.5,70,31.7,13.6,13.7,13.6,55.1,55.1,35.5,41.6,10,48.7,30.2,10.7,3.6,3,0.1,6.3,94.5,6.6,62.5,81.3,100,23.9,26.4,18.2,34.1,3.7,16.6,56.1,66.8,45.3,27.2,14.7,39.7,0,0,27.8,27.8,2.4,26.9,55.3,49.9,51.3,43.2,39,37.2,61,37.04565217,42,23.57608696,17,25.13478261,31,16.15652174,10,27.57173913,36,38.79347826,7,41.40217391,7,59.17391304,16,42.5,5,24.43913043,8,15.99347826,22,16.7,24,15.52608696,22,40.73478261,5,40.73478261,5,16.84565217,5,11.79782609,5,15.1326087,34,39.30333333,9,42.64347826,42,54.50217391,45,70.44565217,44,73.06956522,44,14.01,18,36.34347826,44,78.67045455,9,54.08181818,42,46.48478261,5,34.2826087,6,23.22857143,1,45.71777778,37,56.34318182,38,25.73,21,43.05833333,14,18.17666667,27,14.9952381,8,57.2826087,30,62.95652174,20,51.60652174,31,30.7326087,27,29.60243902,34,32.8826087,12,5.752173913,27,5.752173913,27,37.96521739,34,37.96521739,34,23.21521739,39,34.86956522,29,60,18,56.88043478,27,51.17173913,32,47.15434783,23,29.32790698,16,49.21521739,35,76.68043478,36
